number,E,n,K,YS,Pmax,Stiffness2,Slope1,Slope2,Slope3,Slope4,Slope5,30um,60um,90um,120um,150um
1914,190,0.081,1007,569,0.0266324,120792.9412,6657.198516,6279.304535,5218.258644,4092.381617,3519.994228,183.8720894,380.4004159,553.7988423,692.847623,804.8766355
1915,125,0.265,523,178,0.0192008,77962.35294,2284.763351,2209.853773,1923.807984,1600.804439,1415.021593,63.49182894,131.6566494,193.9716932,246.7155509,291.3921667
1916,71,0.425,355,520,0.0202809,44482.35294,3010.210505,2976.420052,2603.560823,2137.217759,1822.975803,81.10680442,172.0609159,256.3013198,327.3397269,386.0553964
1917,63,0.187,421,220,0.0196746,38797.64706,2276.1044,2233.430398,1941.6118,1598.665787,1402.609542,61.60163653,130.1150415,193.1160145,246.1004754,290.5048595
1918,116,0.195,1410,386,0.0134665,69805.29412,5459.641318,5594.553387,5096.7599,4392.733972,3908.948719,143.0798672,311.0076431,472.4260148,614.7509126,738.1924598
1919,167,0.028,369,168,0.0393932,110711.575,2669.470894,2277.203146,1751.789173,1312.015716,1176.669512,80.01018462,154.8166442,215.3109111,260.7803997,297.0761265
1920,240,0.193,415,583,0.0321981,154825.8824,4383.923767,3901.642458,3125.643657,2437.476558,2218.690356,127.6466047,253.1413283,358.8079772,441.5582647,509.7503796
1921,235,0.109,816,408,0.0289669,151263.5294,5225.676702,4773.416881,3881.438666,3027.237179,2688.307541,148.6702601,300.3528287,430.678089,533.6169159,617.4650381
1922,61,0.312,957,171,0.00862281,35798.82353,2653.529615,2812.85718,2656.768989,2376.443888,2163.060725,68.44681734,151.4701322,234.0640906,309.6339024,377.3201432
1923,167,0.441,1239,303,0.0117528,97696.47059,3600.141594,3689.882477,3407.078999,3020.381916,2798.44198,96.34947185,206.9670073,314.0169769,410.3528112,496.8874634
1924,83,0.046,1330,370,0.0157563,50005.29412,5998.055898,6238.965346,5686.12982,4829.40443,4158.644289,154.0651673,340.2171673,520.4656383,678.3460578,812.0895567
1925,180,0.18,1316,341,0.0179994,111334.1176,5610.518881,5524.233372,4842.776206,4014.376603,3487.263783,152.1741301,321.2436295,477.6764158,610.3407774,721.5518797
1926,69,0.337,879,534,0.0118958,41018.82353,3856.671602,4048.080329,3765.892775,3286.00865,2884.327666,99.81056284,219.9107071,337.9594197,443.8873079,535.9019701
1927,213,0.047,1174,475,0.0289475,136896.4706,7329.422453,6798.62598,5539.656904,4344.298599,4004.334444,203.2349405,417.9658277,603.8707733,750.9813498,873.0826309
1928,87,0.362,1196,322,0.00974954,51282.35294,3618.360585,3798.290147,3558.579016,3173.095429,2915.707624,93.8938095,206.5350075,317.5948113,418.5920238,509.2614947
1929,103,0.177,1516,169,0.0116954,61512.94118,4898.043163,5069.191388,4651.242252,4044.30976,3648.507917,127.4564394,278.9378436,425.7169491,556.1225451,670.4868411
1930,141,0.466,1162,442,0.0132875,84209.41176,3995.424505,4068.15455,3729.730136,3281.660104,3025.453295,106.9483018,229.3067598,346.9260302,451.9941118,545.7442687
1931,128,0.219,1303,294,0.0137608,76704.70588,4779.110984,4859.574232,4389.327694,3760.298795,3364.414955,126.777567,273.224529,412.844923,534.9963669,640.7943012
1932,150,0.397,395,344,0.0247716,94764.70588,2604.933683,2437.579754,2064.454148,1664.433866,1416.395904,74.24275106,150.618478,218.4398195,274.2167802,319.8256747
1933,174,0.099,389,518,0.0331397,113124.7059,4176.980583,3726.586197,2966.577719,2303.491726,2143.864795,120.0912822,239.9269898,340.5903131,418.8908778,483.8344073
1934,135,0.474,897,318,0.0140683,79974.11765,3035.48375,3065.165058,2792.370243,2447.009057,2258.991248,82.07887321,174.6321828,262.9640154,341.4487336,411.3579925
1935,223,0.235,733,314,0.0226129,140828.2353,3732.960571,3526.731032,2997.8577,2430.725256,2109.718381,105.3492728,215.4067372,313.7266968,394.8956081,462.0314678
1936,155,0.172,1482,283,0.0157199,94552.94118,5729.47439,5737.798755,5099.022139,4310.752841,3870.599161,152.6671336,326.9159936,490.4640491,631.3623951,752.5903757
1937,180,0.315,901,245,0.0157871,111592.9412,3323.510049,3288.153112,2927.260517,2494.080199,2241.860091,91.00732734,191.3126738,285.0411575,366.2254277,436.4955716
1938,122,0.071,1607,494,0.0169813,74358.82353,7545.393843,7696.627066,6878.498948,5792.126271,5138.625818,196.0708722,428.0009852,648.1748827,838.0284763,1000.031181
1939,233,0.479,1203,184,0.0101857,139981.0247,2848.582899,2952.489643,2771.869657,2503.043671,2342.332416,76.20720632,164.1800122,250.5113177,329.6101317,401.7750854
1940,180,0.348,848,370,0.01803,111315.2941,3707.978971,3628.752869,3203.78259,2686.62075,2330.819965,102.3885742,213.620853,316.6563046,404.9258929,479.4671603
1941,234,0.221,1158,302,0.0187718,145750.5882,4852.52726,4702.140882,4090.412973,3407.121799,3042.045629,133.8966833,278.8572821,411.4117209,523.5664277,619.0211787
1942,199,0.348,1096,213,0.0129538,121291.7647,3396.793527,3422.92927,3110.908319,2721.655791,2516.096804,91.94107828,195.4084683,293.9352675,381.2906517,459.0715503
1943,163,0.138,348,151,0.0298589,105806.4516,2098.546073,1883.04102,1522.343464,1193.491658,1073.523858,61.22923832,121.5373238,172.7597745,213.1963891,246.458114
1944,170,0.255,627,558,0.0241233,108407.0588,4462.860107,4217.883032,3567.368178,2869.59929,2482.860116,124.5558782,256.2287244,373.5734823,469.7982747,548.8597369
1945,95,0.262,630,492,0.0185041,58444.70588,3805.892923,3779.353667,3328.718017,2766.337462,2404.563491,102.2694076,217.4987868,324.7896637,416.1044188,492.7759773
1946,100,0.325,1348,347,0.0101309,59458.82353,4209.25626,4413.983607,4117.750246,3648.873637,3335.671241,109.2274464,240.2388429,369.0568557,485.5774252,589.5460159
1947,66,0.208,413,200,0.0195165,40461.17647,2133.297262,2082.727005,1815.879525,1501.425813,1308.036864,58.18446404,122.1763598,180.9853121,230.653069,272.2815085
1948,206,0.436,578,263,0.0197983,127185.8824,2484.034335,2395.752595,2096.918353,1762.59419,1567.842689,69.96908435,143.9110978,211.608715,269.3712997,318.7600929
1949,86,0.355,608,334,0.0162927,52367.05882,2821.431176,2820.676396,2516.106305,2145.769894,1947.71615,75.90215425,161.5908673,242.1045849,311.8995824,372.5736051
1950,195,0.165,480,585,0.0301393,125232.9412,4588.727095,4177.999014,3403.880068,2621.264445,2185.046334,131.1987493,264.0517358,378.2447814,468.1995731,538.9846232
1951,102,0.441,1205,497,0.0114558,60540,4145.647378,4322.569954,4013.6761,3548.507443,3256.605606,108.5404306,237.1901586,363.0364635,476.4479766,577.6795783
1952,99,0.008,1216,586,0.0194634,60678.82353,7008.861497,7177.175898,6402.455347,5303.166793,4497.777182,181.485689,397.406921,602.6858933,778.3085618,923.8148904
1953,125,0.08,872,198,0.0242584,79611.76471,4327.477254,4130.288167,3484.603773,2772.430269,2375.773856,118.8682656,247.3334929,362.2006025,455.7448282,531.7015895
1954,236,0.14,1529,410,0.0210516,148202.3529,7162.507761,6908.440892,5922.85852,4850.905622,4337.727174,196.044782,409.7442318,603.2360805,764.2520377,899.8781622
1955,91,0.464,1461,593,0.0094962,53558.23529,4605.489353,4903.572043,4631.576658,4183.803138,3954.551426,117.9522418,262.5062329,406.4657837,538.643051,659.67919
1956,133,0.32,1397,397,0.011916,78807.05882,4745.129505,4886.257375,4485.405429,3935.456448,3629.293212,125.0962211,271.4130773,412.8518654,539.0464327,651.4171097
1957,172,0.494,1467,260,0.00937916,102767.0588,3464.915418,3628.038981,3418.969957,3112.690566,2984.18303,91.30314101,198.9716662,305.263554,403.13776,493.8027065
1958,157,0.363,549,564,0.0236688,99689.41176,4000.89455,3793.815996,3229.112966,2626.742798,2306.662833,111.7302818,229.9449478,335.7829968,423.3150545,496.2104668
1959,214,0.083,565,282,0.0328416,138124.7059,3839.288407,3402.050262,2705.784086,2102.848855,1945.603544,111.7626308,221.4707296,313.2953662,384.7510842,443.9231967
1960,204,0.215,862,548,0.0230986,129496.4706,5263.056356,4988.449753,4210.331218,3413.507833,3082.786683,145.9408746,301.5782549,440.2127404,554.0110794,649.6842327
1961,83,0.467,1236,540,0.0100939,49032.35294,4094.533536,4332.787378,4080.136136,3661.411994,3401.447133,105.5027893,233.545906,360.5609811,476.6933451,581.8332936
1962,189,0.499,1445,221,0.00900325,112425.8824,3235.905568,3397.481688,3219.114078,2942.333044,2808.66889,85.37053422,186.0231152,285.8199982,378.1858257,463.7911496
1963,101,0.053,1018,590,0.0195855,62140.58824,6158.594112,6214.801256,5493.574997,4529.696424,3857.946626,161.3737723,349.5867627,526.4875136,676.7747394,801.1905868
1964,200,0.195,1506,296,0.0164713,121484.7059,5815.942907,5771.838535,5105.553464,4274.058521,3734.324534,157.4358649,333.3792518,497.52437,638.0603608,756.8854906
1965,103,0.188,1399,351,0.012699,61729.41176,5217.221914,5401.383197,4955.371804,4276.858741,3763.515017,135.974585,297.3261821,453.7558501,592.3234737,712.0190681
1966,186,0.215,787,222,0.0201949,116729.4118,3465.806778,3318.891236,2851.426574,2360.359139,2142.635279,96.37965861,199.3226846,292.3076416,370.1722514,436.6626259
1967,140,0.113,1427,343,0.0181462,85955.29412,6320.784181,6306.135193,5562.178347,4595.802302,3913.895718,168.2985135,360.1591846,539.3735465,691.6656934,817.9663791
1968,96,0.161,1243,492,0.0139605,57822.35294,5493.32502,5682.399152,5193.542366,4465.816653,3938.284002,142.6541555,312.5336729,476.8187955,621.7575256,746.7697254
1969,174,0.214,552,249,0.0238931,109795.2941,2959.065907,2772.706381,2343.235096,1878.031726,1584.475951,84.03924955,170.8828379,247.9705148,311.1196227,362.3688943
1970,82,0.109,566,194,0.0224166,51677.64706,2945.473505,2838.120304,2421.08589,1967.235837,1749.43572,80.39209594,168.2612881,247.5825021,313.1582852,367.9771518
1971,139,0.099,1009,428,0.0223547,87305.88235,5620.193196,5457.133114,4665.624687,3774.32597,3311.89502,152.1184531,320.5102912,473.2619564,599.4498694,704.0101921
1972,115,0.343,1399,551,0.0116261,68748.23529,5117.602377,5312.787285,4919.116434,4317.646327,3889.433465,133.6812048,292.0855098,446.5598843,585.1545031,707.3512362
1973,239,0.262,555,581,0.0279589,153230.5882,4538.418717,4152.032515,3412.707855,2715.827051,2456.772418,129.9400257,261.6733682,375.5325921,466.8602782,542.860477
1974,98,0.388,1458,560,0.0099905,57931.76471,4845.53679,5123.233404,4822.460972,4309.469857,3950.510418,124.9659442,276.4014827,426.5752579,563.6269541,686.683766
1975,235,0.251,1030,458,0.0205677,147454.1176,5104.131278,4901.631378,4211.559427,3481.27109,3158.122029,141.4173846,293.2819491,430.6395467,545.5733508,643.5872049
1976,173,0.011,1273,483,0.0282841,110089.4118,7892.719155,7491.188697,6178.312074,4807.598473,4232.557079,214.4474453,448.551315,654.8053055,818.6716698,951.2179361
1977,162,0.23,822,240,0.0186904,100807.0588,3507.004596,3410.165365,2977.084255,2467.141953,2139.719147,96.78009967,201.7024797,298.0276028,379.5589231,447.881315
1978,110,0.349,1249,435,0.011715,65251.17647,4378.146933,4516.070509,4180.889969,3672.086713,3289.142138,115.0742142,250.0445878,381.3074035,499.1617588,602.8911931
1979,238,0.233,317,255,0.0303634,154421.2524,2336.448316,2085.494368,1688.384029,1326.224257,1180.122011,68.98367808,135.904593,192.6517762,237.5571404,274.3858069
1980,84,0.285,1458,261,0.00854282,49269.41176,4128.280764,4393.304658,4139.750413,3707.054778,3434.6545,105.5688803,235.1134029,363.9813783,481.7070137,588.0076185
1981,80,0.132,673,437,0.0187646,49052.35294,4034.267142,4037.895684,3562.559932,2939.285727,2499.098915,106.8711358,229.5647712,344.3552339,441.8389826,522.5432514
1982,139,0.149,988,209,0.0194433,85009.41176,4245.947202,4140.043365,3596.404578,2967.313188,2605.051545,115.8233033,243.1478521,359.8485557,458.0776007,540.5556443
1983,237,0.369,409,527,0.0294235,151134.1176,3691.747889,3339.220467,2742.242006,2152.859482,1823.119867,107.6538095,214.0445211,305.562527,378.6550008,437.3305249
1984,188,0.326,1638,508,0.013223,112936.4706,5869.183102,5968.641133,5433.894459,4728.697116,4316.803138,156.5786863,336.3112541,508.3551072,660.640415,795.0099678
1985,115,0.277,488,403,0.022405,72567.05882,3219.072873,3081.58926,2631.280785,2150.335334,1920.940797,89.0393459,184.6840749,270.8064529,342.2545522,402.3420821
1986,102,0.045,1169,334,0.0202488,62822.94118,5838.210103,5854.211603,5128.091703,4175.170021,3510.766173,153.6411388,331.5269174,497.472621,636.9444018,750.8680006
1987,119,0.01,320,447,0.0353629,77863.52941,3759.173768,3348.394897,2616.271738,1995.513128,1918.827903,106.6009461,214.5587229,304.2911971,372.6486727,429.4627186
1988,133,0.287,522,544,0.0233968,84265.88235,3957.151831,3773.448261,3208.256202,2603.01713,2299.17252,109.4833526,226.822877,332.0753633,418.917779,491.2703357
1989,158,0.47,1282,425,0.0127206,93769.41176,4112.965895,4203.846842,3863.549666,3413.794184,3176.300212,109.9308282,236.1631144,357.8498575,466.8815112,564.8001235
1990,114,0.111,1372,350,0.0164994,69518.82353,5951.318447,6042.20396,5396.074783,4528.902828,3956.660009,156.2751208,338.6654585,511.4372115,660.2195178,786.1206727
1991,177,0.181,757,571,0.0243653,112875.2941,5177.415086,4902.235778,4130.742946,3295.131823,2827.597643,143.762605,296.7383958,432.9336164,543.9417896,634.3222951
1992,161,0.348,1029,383,0.0154776,99247.05882,4045.802895,4034.034209,3616.054745,3101.389179,2799.562188,109.7297712,232.3297605,347.709716,448.3261843,535.9214527
1993,68,0.366,1188,399,0.00888758,39895.88235,3681.730386,3938.721942,3736.553545,3366.385313,3119.377363,93.97638022,209.7950152,325.7080972,432.3082296,528.9228188
1994,159,0.14,1158,203,0.0195221,97280,4857.089994,4741.21846,4109.859155,3367.398296,2918.222099,132.3322122,278.1010412,411.650442,523.5815748,616.6271863
1995,162,0.059,811,233,0.0293609,104762.3529,4608.810194,4230.540212,3434.381076,2676.117229,2411.53311,129.5878805,263.79259,379.2414017,470.2344075,544.7452328
1996,176,0.428,1296,464,0.0137657,104931.7647,4544.069189,4594.555963,4173.108393,3659.244249,3432.481301,121.99321,260.7268203,392.9472243,510.1891581,615.3728912
1997,192,0.229,788,159,0.0183414,119383.5294,3074.248468,2976.121282,2592.207894,2162.483432,1926.923022,85.33099057,177.1009712,261.0404055,332.1753341,392.7310519
1998,99,0.111,1645,559,0.012871,58850,6961.307271,7326.577535,6778.819547,5857.37209,5101.573946,177.9596633,395.2346795,608.4240329,798.2269577,961.5228515
1999,68,0.295,1257,508,0.0092023,39911.17647,4395.648365,4717.962365,4482.719272,4026.296255,3685.070484,111.3592036,249.8777288,388.8613746,516.6290859,631.5911223
2000,93,0.367,605,453,0.0176808,56976.47059,3329.280809,3311.632717,2934.359543,2475.81337,2214.346281,89.68680034,190.547506,284.7885126,365.7963487,435.3081056
2001,146,0.257,1589,313,0.0119399,86671.76471,5236.931145,5383.60766,4943.354546,4298.149946,3829.972005,138.4564869,299.7093657,455.6036502,594.2611236,715.2629136
2002,98,0.215,615,460,0.0198444,60583.52941,3816.375381,3761.096905,3286.228548,2690.692663,2273.411601,103.1338122,218.2185242,324.6037277,414.1855618,487.8278357
2003,78,0.277,1413,360,0.0089917,45710.58824,4381.029655,4676.014564,4408.876574,3946.92805,3657.481356,111.7155563,249.4356673,386.6552012,512.0201565,625.1959026
2004,193,0.182,865,334,0.0224682,122400,4423.909518,4203.895305,3574.702324,2899.145991,2540.041726,123.2265723,254.1201109,371.3685029,468.1386167,548.4817829
2005,92,0.37,608,525,0.017754,56489.41176,3613.487377,3603.143776,3189.176684,2693.481493,2437.953591,96.87618411,206.5370794,309.0285757,397.0703994,473.0391382
2006,123,0.174,579,544,0.0236119,77887.05882,4390.689935,4207.946927,3559.074675,2865.963205,2550.502542,120.1966831,250.8689217,368.0122063,463.97101,543.7465066
2007,185,0.017,354,499,0.0386305,123244.7818,4285.493933,3694.639739,2841.993438,2178.854144,2156.520973,125.5176855,246.4382947,344.5781488,418.8529711,481.7174587
2008,163,0.155,466,452,0.0289836,105256.4706,3902.301037,3561.717126,2895.387579,2278.200778,2085.045108,110.7494348,223.9926819,321.1950061,398.2073641,462.1273642
2009,189,0.18,489,277,0.0274072,120590.5882,3078.371797,2809.425905,2301.177326,1834.352145,1689.676447,88.24400467,177.5101345,254.4165321,315.995008,367.6991556
2010,180,0.094,765,389,0.0281371,115661.1765,4936.898148,4550.031818,3722.35463,2942.360514,2698.543402,138.6990302,282.7156242,407.2928306,506.5337326,589.1962313
2011,130,0.262,1064,430,0.0155824,79216.47059,4605.462731,4619.901538,4136.331667,3525.514131,3158.209945,123.3081176,263.3970546,395.5221231,510.3044779,609.4881044
2012,167,0.357,960,579,0.0181239,104298.8235,4805.79293,4736.477461,4186.900843,3513.740607,3073.674282,131.0685353,275.8490909,410.4545714,525.8273053,623.6099469
2013,233,0.294,960,234,0.0166471,143470.5882,3558.229823,3489.52088,3097.610403,2611.825003,2261.491293,98.58057749,205.3915001,304.7198149,390.309375,462.783832
2014,223,0.189,1264,493,0.0204693,139682.3529,6258.813547,6037.62993,5202.165942,4297.834272,3870.047612,171.7859091,358.450028,527.9009012,669.8913077,790.5364076
2015,187,0.201,1201,461,0.0190315,114152.9412,5710.614636,5586.56843,4875.212163,4027.779831,3495.505429,155.6538174,327.143881,484.9748226,618.2958502,729.7931918
2016,83,0.229,524,199,0.018197,51385.88235,2397.302136,2350.517594,2061.567449,1709.772054,1474.451767,65.37231322,137.4191736,203.9817128,260.484768,307.7327871
2017,233,0.235,707,434,0.02477,147611.7647,4280.171968,3991.542119,3353.517549,2699.003004,2360.903229,121.4848686,246.8501977,357.4834485,447.8963508,522.5877765
2018,156,0.185,529,370,0.0260588,99385.88235,3569.227977,3313.199334,2752.319752,2198.952257,1965.459876,100.7291353,205.1181261,296.4725859,370.3324321,431.6084725
2019,64,0.156,588,445,0.0168773,39024.11765,3574.123368,3635.835194,3262.605045,2745.036651,2373.733742,93.75005944,203.3500475,307.5507514,397.6629678,473.7156054
2020,180,0.1,919,326,0.0259747,114524.7059,5117.261617,4795.081523,3984.287442,3157.892331,2788.909149,142.5376791,293.0356274,425.3564307,531.9368636,619.4040898
2021,189,0.147,616,585,0.0280803,121374.1176,5060.627579,4673.984171,3832.562675,3026.117322,2744.402342,142.419522,290.1878362,418.3107914,520.4913582,605.1251344
2022,158,0.472,1051,253,0.0119417,91616.47059,2962.482738,3031.999983,2803.929713,2499.494758,2339.917948,79.569909,170.5076471,258.5140328,337.9797831,409.9322998
2023,202,0.464,877,491,0.0190106,126328.2732,4020.632618,3920.981459,3463.467992,2918.267219,2555.554141,111.750315,232.1069007,343.4305795,439.0381073,520.3514897
2024,223,0.426,1003,434,0.0174088,138698.8235,4081.797087,4011.988264,3561.713783,3033.468269,2729.746344,112.6436141,235.3796767,349.5582532,448.3027933,533.8115851
2025,68,0.439,1650,235,0.00537693,38811.76471,3305.454608,3654.068815,3577.003344,3346.353321,3234.213873,82.595191,188.3923605,297.5825231,401.4767155,499.5488281
2026,163,0.017,1039,242,0.0309191,105378.8235,5932.572644,5470.053888,4409.714566,3384.09999,3025.755472,164.7254995,338.0501305,486.9505271,602.980252,696.6692271
2027,85,0.373,902,287,0.0116328,50211.17647,3000.704051,3105.406513,2866.788202,2519.08522,2296.533671,79.09949586,171.8422514,261.9906788,342.7586967,414.3873062
